imdb_id,tconst,directors,writers
tt0011508,tt0011508,"nm0166836,nm0000036","nm0000036,nm0166836"
tt3908142,tt3908142,nm0082366,nm0082366
tt0077975,tt0077975,nm0000484,"nm0000601,nm0448469,nm0588082"
tt0087363,tt0087363,nm0001102,nm0001060
tt0019968,tt0019968,"nm0000370,nm0454790",\N
tt1179904,tt1179904,nm2305431,nm2305431
tt0086320,tt0086320,nm0385349,nm0385349
tt0071222,tt0071222,nm0163706,nm0600860
tt15791034,tt15791034,nm1199107,nm1199107
tt0103893,tt0103893,nm0476900,nm0923736
tt0077402,tt0077402,nm0001681,nm0001681
tt18925334,tt18925334,nm1488800,"nm1488800,nm5301405"
tt0013442,tt0013442,nm0003638,"nm0301961,nm0831290"
tt0107120,tt0107120,nm0650905,"nm0456946,nm0308376,nm0193854"
tt0024803,tt0024803,nm0897118,nm0897118
tt0053472,tt0053472,nm0000419,"nm0000076,nm0000419,nm0001031"
tt0317051,tt0317051,nm0386706,\N
tt10403420,tt10403420,nm2093171,nm2093171
tt0021576,tt0021576,"nm0442100,nm0897118","nm0897118,nm0442100"
tt0000423,tt0000423,nm0617588,\N
tt1260944,tt1260944,nm0349785,\N
tt10954984,tt10954984,nm1443502,nm1443502
tt0158766,tt0158766,nm0107788,nm0107788
tt0144874,tt0144874,nm0786987,nm0786987
tt0335266,tt0335266,nm0001068,nm0001068
tt0272338,tt0272338,nm0000759,nm0000759
tt2018130,tt2018130,nm2093171,nm2093171
tt0887261,tt0887261,nm1410159,"nm2049126,nm2431095,nm0275286,nm0000850"
tt0481536,tt0481536,"nm1375358,nm1376383","nm1375358,nm1376383"
tt0120693,tt0120693,nm0205542,"nm0152638,nm0107366"
