nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles,id_writers
nm0674518,Charles Perrault,1628,1703,writer,"tt1587310,tt1661199,tt0053285,tt0042332",nm0674518
nm0676270,Kevin Peterka,1969,\N,"writer,editorial_department","tt0253556,tt1153078",nm0676270
nm0677037,Bob Peterson,1961,\N,"actor,writer,miscellaneous","tt0266543,tt0198781,tt2277860,tt1049413",nm0677037
nm0677880,Elio Petri,1929,1982,"writer,director,actor","tt0136225,tt0066919,tt0061320,tt0065889",nm0677880
nm0678963,Peyo,1928,1992,"writer,director,music_department","tt2017020,tt0081933,tt0472181,tt0074539",nm0678963
nm0679326,Chuck Pfarrer,\N,\N,"writer,producer,actor","tt0120458,tt0199753,tt0115624,tt0107076",nm0679326
nm0680846,Todd Phillips,1970,\N,"producer,writer,director","tt0215129,tt7286456,tt1231583,tt0302886",nm0680846
nm0682063,Jim Piddock,1956,\N,"actor,writer,producer","tt2340036,tt0218839,tt0116629,tt4936176",nm0682063
nm0682066,Jeff Pidgeon,1965,\N,"animation_department,actor,miscellaneous","tt0114709,tt0435761,tt0198781,tt0120363",nm0682066
nm0682757,Frank Pierson,1925,2012,"producer,writer,director","tt0072890,tt0100404,tt0804503,tt0061512",nm0682757
nm0682830,Krzysztof Piesiewicz,1945,\N,writer,"tt0111495,tt0108394,tt0095467,tt0111507",nm0682830
nm0683380,Nicholas Pileggi,1933,\N,"writer,producer","tt0099685,tt1302006,tt0765429,tt0112641",nm0683380
nm0684083,Tullio Pinelli,1908,2009,writer,"tt0047528,tt0053779,tt0056801,tt0050783",nm0684083
nm0684342,Jan Pinkava,1963,\N,"producer,director,writer","tt0382932,tt0131409,tt0198781,tt0120623",nm0684342
nm0685265,Robert Pirosh,1910,1989,"miscellaneous,writer,director","tt0034881,tt0043590,tt0055666,tt0041163",nm0685265
nm0685316,Ugo Pirro,1920,2008,"writer,director","tt0065889,tt0061320,tt0112652,tt0178502",nm0685316
nm0688132,Amy Poehler,1971,\N,"actress,producer,writer","tt0871426,tt2096673,tt0072562,tt1266020",nm0688132
nm0688143,Benoît Poelvoorde,1964,\N,"actor,writer,soundtrack","tt0103905,tt1565958,tt1035736,tt3792960",nm0688143
nm0688279,Charles Edward Pogue,1950,\N,writer,"tt0116136,tt0091064,tt0094933,tt0091799",nm0688279
nm0689844,Dave Polsky,\N,\N,"writer,producer,soundtrack","tt0257106,tt1751105,tt0112164,tt6425462",nm0689844
nm0690686,Chris Pontius,1974,\N,"actor,writer,soundtrack","tt0493430,tt0305357,tt0322802,tt11466222",nm0690686
nm0690770,DJ Pooh,\N,\N,"writer,miscellaneous,actor","tt0101507,tt0293815,tt0290332,tt0113118",nm0690770
nm0692040,BJ Porter,\N,\N,"producer,writer,actor","tt0258100,tt0307453,tt9398640,tt1535002",nm0692040
nm0692427,Charles Portis,1933,2020,writer,"tt0065126,tt1403865,tt0073636,tt10198658",nm0692427
nm0694046,Bud Powell,1924,1966,"soundtrack,actor,writer","tt0071746,tt0388182,tt1105512,tt0090557",nm0694046
nm0696949,Jeffrey Price,1949,\N,"writer,producer,director","tt0096438,tt0120891,tt0170016,tt0408985",nm0696949
nm0697052,Michael Price,1958,\N,"producer,writer,miscellaneous","tt0462538,tt0257325,tt0096697,tt1985949",nm0697052
nm0698493,Pat Proft,1947,\N,"writer,actor,miscellaneous","tt0102059,tt0089886,tt0306047,tt0120901",nm0698493
nm0698782,Giorgio Prosperi,1911,1997,writer,"tt0050628,tt0056650,tt0059036,tt0045288",nm0698782
nm0698873,Mark Protosevich,1961,\N,"writer,producer,script_department","tt1321511,tt0480249,tt0409182,tt0209958",nm0698873
nm0700301,Robert Pulcini,1964,\N,"director,writer,editor","tt0305206,tt7660850,tt1623742,tt0489237",nm0700301
nm0701031,Neal Purvis,1961,\N,"writer,producer","tt0381061,tt2382320,tt2379713,tt1074638",nm0701031
nm0701374,Mario Puzo,1920,1999,writer,"tt0078346,tt0071562,tt0068646,tt0099674",nm0701374
nm0702912,Darryl Quarles,1954,\N,"producer,writer,director","tt5349666,tt0265087,tt1464174,tt0208003",nm0702912
nm0703078,Ben Queen,\N,\N,"writer,producer","tt3216682,tt0770521,tt3606752,tt5083928",nm0703078
nm0706898,Ivan Raimi,1956,\N,"writer,producer,actor","tt0106308,tt0413300,tt0099365,tt1127180",nm0706898
nm0707963,Dennison Ramalho,\N,\N,"writer,director,assistant_director","tt2926810,tt7986672,tt0184786,tt1742091",nm0707963
nm0708903,Lynne Ramsay,1969,\N,"director,writer,producer","tt1242460,tt0300214,tt5742374,tt0171685",nm0708903
nm0710020,Joe Ranft,1960,2005,"art_department,writer,actor","tt0092695,tt0114709,tt0120363,tt0317219",nm0710020
nm0710698,Frederic Raphael,1931,\N,"writer,actor,director","tt0058415,tt0062407,tt0059084,tt0120663",nm0710698
nm0712753,Billy Ray,\N,\N,"writer,producer,director","tt0323944,tt1025100,tt1392170,tt1535109",nm0712753
nm0713128,David Rayfiel,1923,2011,"writer,script_department,miscellaneous","tt0106918,tt0114319,tt0081182,tt0073802",nm0713128
nm0714114,Jim Reardon,\N,\N,"director,animation_department,writer","tt0096697,tt1772341,tt2948356,tt0910970",nm0714114
nm0714246,Theresa Rebeck,1958,\N,"producer,writer,director","tt8356942,tt1825133,tt5689632,tt0106079",nm0714246
nm0714695,Jeffrey Reddick,1969,\N,"writer,producer,actor","tt0401815,tt0309593,tt0195714,tt3778010",nm0714695
nm0716257,Matt Reeves,1966,\N,"producer,writer,director","tt3450958,tt1877830,tt1228987,tt2103281",nm0716257
nm0716347,Nicolas Winding Refn,1970,\N,"writer,director,producer","tt1602613,tt0862467,tt1974419,tt0780504",nm0716347
nm0716391,Brian Regan,\N,\N,"writer,camera_department","tt1318004,tt0251127,tt0211181,tt2347285",nm0716391
nm0716973,Peter Reichard,\N,\N,"writer,director,producer","tt0108985,tt1667355,tt0295788,tt1141678",nm0716973
nm0717550,Ethan Reiff,1965,\N,"writer,producer,actor","tt0245803,tt0465353,tt0165564,tt0955308",nm0717550
nm0718466,Dean Riesner,1918,2002,"writer,actor,miscellaneous","tt0066999,tt0067926,tt0074483,tt0067588",nm0718466
nm0718514,Mike Reiss,1959,\N,"producer,writer,miscellaneous","tt0108734,tt0096697,tt0462538,tt0090459",nm0718514
nm0721675,David Reynolds,\N,\N,"writer,actor,miscellaneous","tt0120762,tt0266543,tt0230011,tt0120917",nm0721675
nm0722078,Yasmina Reza,1959,\N,"writer,actress,director","tt0141474,tt1322325,tt1692486,tt0105913",nm0722078
nm0722610,Don Rhymer,1961,2012,"writer,producer,miscellaneous","tt0208003,tt2357291,tt0423294,tt3411444",nm0722610
nm0723248,Rudy Ricci,1940,2012,"actor,writer,director","tt0089907,tt0063350,tt0166843,tt0077402",nm0723248
nm0723827,Jean-Louis Richard,1927,2012,"actor,writer,director","tt0060390,tt0070460,tt0061955,tt0145723",nm0723827
nm0728766,Joe Ritter,\N,\N,"camera_department,writer,director","tt7877244,tt0090190,tt0120201,tt0101410",nm0728766
nm0731271,Jonathan Roberts,\N,\N,"writer,producer,miscellaneous","tt0116583,tt0116683,tt0198781,tt0110357",nm0731271
nm0732165,Andy Robin,\N,\N,"writer,producer,miscellaneous","tt0432318,tt0098904,tt0247113,tt0389790",nm0732165
nm0732452,Casey Robinson,1903,1979,"writer,director,producer","tt0036748,tt0026174,tt0044552,tt0042005",nm0732452
nm0732961,Patrick Robinson,\N,\N,writer,"tt1091191,tt0117973",nm0732961
nm0733427,Harry Shearer,1943,\N,"actor,writer,soundtrack","tt0310281,tt0088258,tt0120382,tt0096697",nm0733427
nm0733692,Marc Rocco,1962,2009,"producer,director,writer","tt0366627,tt0113870,tt0097236,tt0105810",nm0733692
nm0733790,Glauber Rocha,1939,1981,"director,writer,producer","tt0062352,tt0064256,tt0058006,tt0080910",nm0733790
nm0734441,Robert Rodat,1953,\N,"writer,producer,director","tt1462059,tt0120815,tt0116329,tt0187393",nm0734441
nm0734472,Gene Roddenberry,1921,1991,"writer,producer,miscellaneous","tt0098382,tt0079945,tt0092455,tt0060028",nm0734472
nm0736622,Seth Rogen,1982,\N,"producer,actor,writer","tt1700841,tt0910936,tt1245492,tt0829482",nm0736622
nm0736966,John Rogers,\N,\N,"writer,producer,director","tt10223460,tt0298814,tt0418279,tt0327554",nm0736966
nm0737442,Todd Rohal,\N,\N,"director,writer,editor","tt5467814,tt3394946,tt6351616,tt1772371",nm0737442
nm0738222,Sam Rolfe,1924,1993,"writer,producer,soundtrack","tt0082616,tt0044953,tt1638355,tt0057765",nm0738222
nm0739661,John Romita Sr.,1930,\N,"writer,art_department,miscellaneous","tt7563984,tt3402242,tt5675620,tt3322314",nm0739661
nm0740021,Brunello Rondi,1924,1989,"writer,director,actor","tt0167886,tt0056801,tt0050783,tt0053779",nm0740021
nm0740115,David Ronn,\N,\N,"writer,producer","tt0271668,tt0297181,tt0477051,tt1469304",nm0740115
nm0740160,Jon Ronson,1967,\N,,"tt1605717,tt3967856,tt2341669,tt1234548",nm0740160
nm0741627,Reginald Rose,1920,2002,"writer,producer","tt0050083,tt0078294,tt0054531,tt0040051",nm0741627
nm0742279,Melissa Rosenberg,1962,\N,"producer,writer,miscellaneous","tt1325004,tt2357547,tt1324999,tt0773262",nm0742279
nm0742797,Mark Rosenthal,\N,\N,"writer,producer,director","tt3315386,tt0304415,tt0133152,tt0089370",nm0742797
nm0744429,Terry Rossio,1960,\N,"writer,producer,director","tt0103639,tt0453467,tt0325980,tt0126029",nm0744429
nm0744834,Eli Roth,1972,\N,"producer,actor,writer","tt0303816,tt0450278,tt0361748,tt0462322",nm0744834
nm0744839,Eric Roth,1945,\N,"producer,writer,miscellaneous","tt0421715,tt1160419,tt0109830,tt0140352",nm0744839
nm0745247,Rodney Rothman,\N,\N,"writer,producer,director","tt4633694,tt3960412,tt2294449,tt0800039",nm0745247
nm0748620,Paul Rudd,1969,\N,"actor,producer,writer","tt0478970,tt1155056,tt1659337,tt5095030",nm0748620
nm0748665,Albert S. Ruddy,1930,\N,"writer,producer,miscellaneous","tt0068646,tt0087032,tt0084316,tt0405159",nm0748665
nm0748814,David Rudkin,1936,\N,"writer,director","tt0120532,tt1049304,tt0096250,tt0099389",nm0748814
nm0750000,Mogens Rukov,1943,2015,"writer,script_department,miscellaneous","tt0154420,tt0328844,tt0154421,tt0285280",nm0750000
nm0751207,Jack Golden Russell,\N,\N,writer,"tt0240772,tt0349903,tt0496806,tt5164214",nm0751207
nm0751652,John A. Russo,1939,\N,"writer,director,actor","tt0063350,tt10675496,tt0100258,tt0089907",nm0751652
nm0752116,Richard Rutowski,\N,\N,"producer,actor,miscellaneous","tt0146838,tt0110632,tt0116361,tt0071615",nm0752116
nm0752951,Vyacheslav Rybakov,\N,\N,"writer,script_department","tt11991432,tt0439581,tt10122350,tt0091759",nm0752951
nm0753249,Florence Ryerson,1892,1965,writer,"tt0030108,tt0021297,tt0032138,tt0020726",nm0753249
nm0755266,William Sackheim,1919,2004,"producer,writer,music_department","tt0071744,tt0048893,tt0083944,tt0079336",nm0755266
nm0755338,Marcel Sacotte,\N,\N,writer,tt0056663,nm0755338
nm0755981,Carl Sagan,1934,1996,"writer,miscellaneous,actor","tt0081846,tt0118884,tt2395695,tt11170862",nm0755981
nm0757858,Carlos Saldanha,1965,\N,"director,producer,actor","tt0268380,tt0438097,tt1436562,tt2357291",nm0757858
nm0758357,Franco Solinas,1927,1982,"writer,miscellaneous","tt0058946,tt0055399,tt0073734,tt0070959",nm0758357
nm0759207,Victor Salva,1958,\N,"writer,director,producer","tt0171698,tt0301470,tt0263488,tt0114168",nm0759207
nm0761498,Chris Sanders,1962,\N,"writer,actor,animation_department","tt0481499,tt0275847,tt0892769,tt0120762",nm0761498
nm0765091,Alvin Sargent,1927,2019,"writer,miscellaneous,actor","tt0103241,tt0316654,tt0081283,tt0070510",nm0765091
nm0766499,Sakichi Sato,1964,\N,"actor,writer,director","tt0266697,tt0296042,tt0361668,tt0378194",nm0766499
nm0767655,S. Leigh Savidge,\N,\N,"producer,writer,director","tt6640964,tt1398426,tt0292515,tt0100826",nm0767655
nm0768959,Dan Scanlon,1976,\N,"miscellaneous,producer,writer","tt7146812,tt10298810,tt1453405,tt1437330",nm0768959
nm0769249,Furio Scarpelli,1919,2010,"writer,director,soundtrack","tt0052216,tt0056945,tt0110877,tt0093004",nm0769249
nm0769391,Giorgio Scerbanenco,1911,1969,writer,"tt0195209,tt0843444,tt0199198,tt0067429",nm0769391
nm0769840,Jeff Schaffer,\N,\N,"producer,writer,director","tt0312528,tt0098904,tt0264235,tt0356150",nm0769840
nm0770938,Robert Schenkkan,1953,\N,"actor,writer,producer","tt0258068,tt0100436,tt0374463,tt2119532",nm0770938
nm0771065,Jay Scherick,\N,\N,"writer,producer,miscellaneous","tt0271668,tt1469304,tt0477051,tt0297181",nm0771065
nm0774217,Arthur Schnitzler,1862,1931,writer,"tt13234780,tt0021786,tt0120663,tt0161412",nm0774217
nm0774786,Alan Schoolcraft,\N,\N,"writer,miscellaneous,producer","tt1911658,tt0118715,tt1001526,tt0190590",nm0774786
nm0774792,Bob Schooley,1961,\N,"producer,writer,sound_department","tt0405325,tt5515212,tt0278866,tt0892700",nm0774792
nm0776107,Roger S.H. Schulman,\N,\N,"producer,writer,miscellaneous","tt0126029,tt0279967,tt0098888,tt4800624",nm0776107
nm0778476,David Scinto,\N,\N,"writer,producer","tt18259204,tt0914837,tt0203119,tt0210065",nm0778476
nm0779170,Gavin Scott,1950,\N,"writer,producer,actor","tt0244353,tt0178161,tt1727770,tt0122718",nm0779170
nm0779231,Helen Scott,1915,1987,"actress,writer,miscellaneous",tt0055091,nm0779231
nm0780117,George Scribner,\N,\N,"art_department,animation_department,director","tt0088814,tt0110357,tt0082509,tt0095776",nm0780117
nm0780288,Mike Scully,1956,\N,"producer,writer,soundtrack","tt1266020,tt0115167,tt0096697,tt0462538",nm0780288
nm0780620,Peter S. Seaman,1951,\N,"writer,producer,director","tt0170016,tt0408985,tt0120891,tt0096438",nm0780620
nm0780833,George Seaton,1911,1979,"writer,director,producer","tt0039628,tt0040104,tt0046874,tt0065377",nm0780833
nm0781981,Jason Segel,1980,\N,"actor,soundtrack,writer","tt0800039,tt1204342,tt3416744,tt1956620",nm0781981
nm0782968,Hubert Selby Jr.,1928,2004,"actor,writer","tt0180093,tt0089384,tt0120081,tt0289944",nm0782968
nm0783468,Matt Selman,1971,\N,"producer,writer,miscellaneous","tt1139628,tt0096697,tt1985949,tt0462538",nm0783468
nm0783536,Aaron Seltzer,1974,\N,"writer,director,producer","tt1666186,tt1213644,tt0799949,tt0466342",nm0783536
nm0783544,David Seltzer,1940,\N,"writer,miscellaneous,producer","tt0105391,tt0466909,tt0075005,tt0259288",nm0783544
nm0783934,Jorge Semprún,1923,2011,"writer,actor,soundtrack","tt0090208,tt0315482,tt0060481,tt0065234",nm0783934
nm0785477,Leopoldo Serran,1942,2008,writer,"tt0114212,tt0179170,tt0215715,tt0119815",nm0785477
nm0786987,Rogério Sganzerla,1946,2004,"director,writer,producer","tt0389377,tt0145115,tt0144782,tt0145100",nm0786987
nm0787072,David Shaber,1929,1999,writer,"tt0082817,tt0083006,tt0080120,tt0079437",nm0787072
nm0787289,Anthony Shaffer,1926,2001,"writer,miscellaneous","tt0070917,tt0069281,tt0077413,tt0068611",nm0787289
nm0787399,Steve Shagan,1927,2015,"producer,writer,actor","tt0080754,tt0117381,tt0075406,tt0070640",nm0787399
nm0787864,George Shamieh,\N,\N,"producer,writer,executive","tt0282496,tt0295529,tt1375710,tt0289758",nm0787864
nm0789624,Bob Shaw,\N,\N,"writer,miscellaneous,actor","tt0120623,tt21068738,tt0098904,tt0119282",nm0789624
nm0791285,Josh Shelov,\N,\N,"writer,director,producer","tt5877100,tt1308490,tt0385002,tt1438251",nm0791285
nm0792263,Taylor Sheridan,1969,\N,"writer,actor,producer","tt5362988,tt4236770,tt2582782,tt3397884",nm0792263
nm0793122,Steve Shibuya,\N,\N,"camera_department,writer,miscellaneous","tt0095444,tt0166286,tt0978764,tt3526484",nm0793122
nm0794252,Matthew Shire,1975,\N,"writer,producer,miscellaneous","tt0852713,tt0109068,tt0892791,tt9134194",nm0794252
nm0794385,Shirow Masamune,1961,\N,"writer,art_department,animation_department","tt0347246,tt1260502,tt1219827,tt0113568",nm0794385
nm0795528,Esfir Shub,1894,1959,"editor,director,writer","tt2700646,tt2678618,tt2678846,tt2678736",nm0795528
nm0795953,Ronald Shusett,1935,\N,"writer,producer,miscellaneous","tt0100802,tt0078748,tt0090605,tt1386703",nm0795953
nm0795975,Joe Shuster,1914,1992,"writer,art_department,miscellaneous","tt0094074,tt0078346,tt12361974,tt0770828",nm0795975
nm0796117,M. Night Shyamalan,1970,\N,"producer,director,writer","tt0167404,tt0452637,tt0368447,tt0286106",nm0796117
nm0796666,Karol Sidon,1942,\N,"writer,actor,assistant_director","tt0441074,tt0171940,tt0065193,tt0121218",nm0796666
nm0796950,Jerry Siegel,1914,1996,"writer,miscellaneous,art_department","tt0094074,tt12361974,tt0770828,tt0078346",nm0796950
nm0797053,Jeff Siergey,\N,\N,"director,producer,animation_department","tt0181739,tt0239395,tt0267913,tt3038546",nm0797053
nm0798646,Amanda Silver,1963,\N,"writer,producer,actress","tt1318514,tt2103281,tt4566758,tt0369610",nm0798646
nm0798788,Scott Silver,\N,\N,"writer,director,producer","tt0116714,tt0120757,tt7286456,tt0964517",nm0798788
nm0799015,Sid Silvers,1901,1976,"writer,actor,soundtrack","tt0027387,tt0026144,tt0024910,tt0020895",nm0799015
nm0800209,Joe Simon,1913,2011,"writer,miscellaneous","tt0458339,tt1843866,tt2250912,tt4154796",nm0800209
nm0800376,Sam Simon,1955,2015,"producer,writer,animation_department","tt0077089,tt0096697,tt0184894,tt0092469",nm0800376
nm0800800,Ola Simonsson,\N,\N,"writer,director,producer","tt0950769,tt0375821,tt0283326,tt1278449",nm0800800
nm0801728,Stephen Sinclair,\N,\N,"writer,director,actor","tt0103873,tt0097858,tt1340119,tt0167261",nm0801728
nm0801737,Upton Sinclair,1878,1968,"writer,producer","tt11823258,tt0469494,tt0023685,tt0011475",nm0801737
nm0802020,Randi Mayem Singer,\N,\N,"producer,writer","tt0808510,tt0207889,tt0107614,tt0112009",nm0802020
nm0803730,Warren Skaaren,1946,1990,"writer,miscellaneous,producer","tt0096895,tt0094721,tt0092099,tt0092644",nm0803730
nm0806416,Adam Small,\N,\N,"writer,producer,miscellaneous","tt3063516,tt9181662,tt5486088,tt0098830",nm0806416
nm0806912,Robert Smigel,1960,\N,"writer,producer,actor","tt0072562,tt0272338,tt0185431,tt0106052",nm0806912
nm0808076,Ebbe Roe Smith,1949,\N,"actor,writer,producer","tt0098536,tt0093011,tt0106856,tt0092654",nm0808076
nm0809006,Kirsten Smith,1970,\N,"writer,producer,miscellaneous","tt1142988,tt0852713,tt9134194,tt0147800",nm0809006
nm0811138,Norman Snider,1945,2019,"writer,actor,producer","tt0101492,tt0094964,tt0190174,tt1194417",nm0811138
nm0811360,Michael Anthony Snowden,\N,\N,"writer,miscellaneous,producer","tt0381707,tt11645314,tt0098830,tt0257106",nm0811360
nm0811583,Zack Snyder,1966,\N,"director,producer,writer","tt0451279,tt0416449,tt12361974,tt0409459",nm0811583
nm0811689,Paulo Gil Soares,1935,2000,"director,writer,costume_designer","tt0200978,tt0187563,tt0159675,tt0200502",nm0811689
nm0812513,Alec Sokolow,\N,\N,"writer,producer,director","tt0356634,tt0114709,tt6398054,tt0119695",nm0812513
nm0813584,Andrew Solt,1916,1990,writer,"tt0042039,tt0052817,tt0042593,tt0036183",nm0813584
nm0814085,Stephen Sommers,1962,\N,"producer,writer,director","tt1767354,tt0120616,tt0118956,tt1046173",nm0814085
nm0814469,Sion Sono,1961,\N,"director,writer,actor","tt13245934,tt0312843,tt1128075,tt2409302",nm0814469
nm0815070,Aaron Sorkin,1961,\N,"writer,producer,actor","tt0200276,tt0104257,tt1070874,tt4209788",nm0815070
nm0816143,Terry Southern,1924,1995,"writer,actor,producer","tt0057012,tt0064276,tt0062711,tt0059037",nm0816143
nm0818485,Matt Spicer,1984,\N,"producer,director,writer","tt10271642,tt1379711,tt2553114,tt5962210",nm0818485
nm0818547,Scott Spiegel,1957,\N,"actor,director,writer","tt0100514,tt0083907,tt0145487,tt0092991",nm0818547
nm0818746,Evan Spiliotopoulos,\N,\N,"writer,producer,miscellaneous","tt2381991,tt2771200,tt9419056,tt8404256",nm0818746
nm0818874,Joe Spinell,1936,1989,"actor,writer,producer","tt0075148,tt0075314,tt0079817,tt0081114",nm0818874
nm0819711,Aaron Springer,1973,\N,"art_department,writer,director","tt0810644,tt0206512,tt0278238,tt2768802",nm0819711
nm0820934,Anthony Stacchi,\N,\N,"director,animation_department,visual_effects","tt0099653,tt0787474,tt0400717,tt0102803",nm0820934
nm0822597,Shane Stanley,1971,\N,"producer,editor,miscellaneous","tt0421206,tt0965393,tt4103470,tt15727212",nm0822597
nm0824882,Burr Steers,1965,\N,"director,actor,writer","tt1374989,tt0110912,tt0974661,tt0280760",nm0824882
nm0825010,Joseph Stefano,1922,2006,"miscellaneous,writer,producer","tt0056777,tt0054215,tt0155975,tt0092455",nm0825010
nm0825308,William Steig,1907,2003,"writer,art_department","tt0298148,tt0413267,tt0892791,tt0126029",nm0825308
nm0826425,J. David Stem,\N,\N,"writer,producer,miscellaneous","tt0298148,tt0368578,tt0268397,tt0157472",nm0826425
nm0826714,Zack Stentz,\N,\N,"producer,writer,miscellaneous","tt0313911,tt0213327,tt1270798,tt0800369",nm0826714
nm0827670,David I. Stern,\N,\N,"producer,writer,miscellaneous","tt1621039,tt1107365,tt4295304,tt3502172",nm0827670
nm0827821,Philip Van Doren Stern,1900,1984,writer,"tt0076213,tt0038650",nm0827821
nm0827985,Joshua Sternin,1966,\N,"writer,producer,miscellaneous","tt1436562,tt7826108,tt0252028,tt1877889",nm0827985
nm0828177,Steve-O,1974,\N,"actor,writer,producer","tt1116184,tt0322802,tt11466222,tt3317234",nm0828177
nm0829044,Robert Louis Stevenson,1850,1894,"writer,soundtrack","tt7599018,tt0133240,tt0022835,tt0037549",nm0829044
nm0829329,Donald E. Stewart,1930,1999,"writer,producer","tt0109444,tt0084335,tt0099810,tt5478478",nm0829329
nm0829901,Will Stewart,1971,\N,"actor,writer,director","tt0139654,tt3072482,tt0158552,tt0159206",nm0829901
nm0830294,Joe Stillman,\N,\N,"writer,producer,miscellaneous","tt0126029,tt0298148,tt1320261,tt0118375",nm0830294
nm0830419,R.L. Stine,1943,\N,"writer,producer,actor","tt9701940,tt1051904,tt6566576,tt9701942",nm0830419
nm0831290,Bram Stoker,1847,1912,"writer,miscellaneous","tt0051554,tt0021814,tt0103874,tt0013442",nm0831290
nm0831557,Nicholas Stoller,1976,\N,"producer,writer,director","tt4438848,tt2281587,tt1204342,tt4624424",nm0831557
nm0833089,J. Michael Straczynski,1954,\N,"writer,producer,miscellaneous","tt0824747,tt2431438,tt0105946,tt0290966",nm0833089
nm0834183,Russell Streiner,1940,\N,"actor,producer,writer","tt14348202,tt0063350,tt0089907,tt0100258",nm0834183
nm0835298,Boris Strugatskiy,1933,2012,writer,"tt0095040,tt0079944,tt0204526,tt0972558",nm0835298
nm0835376,Stuart Strutin,\N,\N,"writer,producer,production_manager","tt0090190,tt0090849,tt0088199,tt0085547",nm0835376
nm0835732,Jeb Stuart,1956,\N,"writer,producer,director","tt0099044,tt0095016,tt0106977,tt0097770",nm0835732
nm0836874,Ariano Suassuna,1927,2014,"writer,actor","tt0139945,tt0271383,tt1054155,tt9480692",nm0836874
nm0837183,Hermann Sudermann,1857,1928,writer,"tt0134107,tt0037580,tt0018455,tt0016884",nm0837183
nm0840905,Jan Svankmajer,1934,\N,"director,writer,production_designer","tt0095715,tt0228687,tt1352765,tt0109781",nm0840905
nm0841532,Gerry Swallow,\N,\N,"writer,actor,miscellaneous","tt0765446,tt0239949,tt0438097,tt0265087",nm0841532
nm0841990,John Swartzwelder,1950,\N,"miscellaneous,writer,producer","tt0968236,tt0092485,tt0096697,tt0462538",nm0841990
nm0842485,Jo Swerling,1893,1964,"writer,script_department","tt0037017,tt0038650,tt0048140,tt0035211",nm0842485
nm0844262,Wladyslaw Szpilman,1911,2000,"composer,music_department,writer","tt0098096,tt0208912,tt0153960,tt0253474",nm0844262
nm0844273,Karen Sztajnberg,\N,\N,"editor,editorial_department,writer","tt4255012,tt3810810,tt2155399,tt3474994",nm0844273
nm0844896,Eduardo Sánchez,1968,\N,"director,producer,writer","tt0229260,tt2450186,tt0185937,tt1988621",nm0844896
nm0846369,Christian Tafdrup,1978,\N,"actor,writer,director","tt6286796,tt5078330,tt1233198,tt14253846",nm0846369
nm0847295,Koushun Takami,\N,\N,writer,"tt0338763,tt0266308,tt0814023,tt0411023",nm0847295
nm0847668,Yasuhiko Takiguchi,1924,2004,writer,"tt2727306,tt0061847,tt0056058,tt1728196",nm0847668
nm0848217,Ted Tally,1952,\N,"writer,miscellaneous,producer","tt0289765,tt0149624,tt0102926,tt0183523",nm0848217
nm0850601,Béla Tarr,1955,\N,"producer,director,miscellaneous","tt1316540,tt0095475,tt0111341,tt0249241",nm0850601
nm0851724,Bertrand Tavernier,1941,2021,"director,writer,producer","tt0071622,tt0186730,tt0088318,tt0115822",nm0851724
nm0851725,Colo Tavernier,1942,2020,writer,"tt0112387,tt0093709,tt0096336,tt0088318",nm0851725
nm0851759,Vincent Tavier,\N,\N,"producer,actor,writer","tt1816518,tt0370550,tt3218580,tt0103905",nm0851759
nm0852591,Jim Taylor,1962,\N,"writer,producer,director","tt0375063,tt0163025,tt0126886,tt0257360",nm0852591
nm0853138,Samuel A. Taylor,1912,2000,"writer,director","tt0052357,tt0047437,tt0114319,tt0049170",nm0853138
nm0854185,Miguel Tejada-Flores,1951,\N,"writer,producer,miscellaneous","tt0110357,tt0088000,tt0114367,tt7636244",nm0854185
nm0854976,Daisuke Tengan,1959,\N,"writer,director,actor","tt1436045,tt0235198,tt0120408,tt0872007",nm0854976
nm0855988,Gay Partington Terry,\N,\N,writer,"tt0090190,tt0098502,tt0098503",nm0855988
nm0856319,Duccio Tessari,1926,1994,"writer,director,actor","tt0066098,tt0054637,tt0186680,tt0072349",nm0856319
nm0857620,Justin Theroux,1971,\N,"actor,writer,producer","tt3631112,tt1240982,tt0144084,tt0166924",nm0857620
nm0858399,Ruth Toma,1956,\N,writer,"tt0155722,tt0424992,tt0292242,tt0274768",nm0858399
nm0859029,Jim Thomas,\N,\N,"writer,producer,location_management","tt11866324,tt0116253,tt0093773,tt0120891",nm0859029
nm0859049,John Thomas,\N,\N,"writer,producer,miscellaneous","tt0116253,tt11866324,tt0093773,tt0120891",nm0859049
nm0859471,Roy Thomas,1940,\N,"writer,miscellaneous,producer","tt3322314,tt0800175,tt9140560,tt0087078",nm0859471
nm0860155,Gary Scott Thompson,1959,\N,"writer,producer,director","tt0164052,tt0232500,tt6806448,tt0411061",nm0860155
nm0860219,Hunter S. Thompson,1937,2005,"writer,actor,miscellaneous","tt0081748,tt0479468,tt0376136,tt0120669",nm0860219
nm0860292,Jim Thompson,1906,1977,"writer,actor","tt0049406,tt0099703,tt0050825,tt0068638",nm0860292
nm0861636,Roderick Thorp,1936,1999,"writer,actor,miscellaneous","tt0112864,tt0099423,tt0337978,tt0095016",nm0861636
nm0862211,Michael Thurmeier,\N,\N,"director,animation_department,writer","tt0268380,tt3416828,tt0137523,tt5814534",nm0862211
nm0862781,Ernest Tidyman,1928,1984,"writer,miscellaneous,producer","tt4463894,tt0068699,tt0067116,tt0162650",nm0862781
nm0863622,Bruce Timm,1961,\N,"animation_department,producer,writer","tt0103359,tt0118266,tt0115378,tt0147746",nm0863622
