nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles,id_writers
nm0668754,Ann Peacock,\N,\N,"writer,producer","tt0363771,tt0790663,tt0179940,tt1119191",nm0668754
nm0669132,Randy Pearlstein,1971,\N,"actor,miscellaneous,writer","tt0303816,tt0110413,tt0815168,tt3832096",nm0669132
nm0670408,Simon Pegg,1970,\N,"actor,writer,producer","tt0365748,tt1213663,tt0425112,tt0796366",nm0670408
nm0670688,Harvey Pekar,1939,2010,"actor,writer","tt0820892,tt4478090,tt0305206,tt0421579",nm0670688
nm0670958,Georges Pellegrin,\N,\N,"assistant_director,production_manager,actor","tt0064728,tt0055832,tt0062229,tt0070083",nm0670958
nm0671862,Roger Vadim,1928,2000,"writer,director,actor","tt0062711,tt0053002,tt0060271,tt0050929",nm0671862
nm0672015,Zak Penn,1968,\N,"writer,producer,actor","tt0848228,tt1677720,tt0290334,tt0800080",nm0672015
nm0672459,David Webb Peoples,1940,\N,"writer,editor,director","tt0105695,tt0083658,tt0114746,tt0120157",nm0672459
nm0672466,Janet Peoples,\N,\N,writer,"tt0114746,tt2211910,tt0843368,tt3148266",nm0672466
nm0673051,Nelson Pereira dos Santos,1928,2018,"director,writer,producer","tt0080004,tt0087709,tt0071137,tt0057654",nm0673051
nm0674518,Charles Perrault,1628,1703,writer,"tt0053285,tt0042332,tt1661199,tt1587310",nm0674518
nm0676270,Kevin Peterka,1969,\N,"writer,editorial_department","tt1153078,tt0253556",nm0676270
nm0677037,Bob Peterson,1961,\N,"actor,writer,miscellaneous","tt2277860,tt0198781,tt0266543,tt1049413",nm0677037
nm0677880,Elio Petri,1929,1982,"writer,director,actor","tt0136225,tt0061320,tt0065889,tt0066919",nm0677880
nm0678772,Cecil Petty,1921,1999,"producer,director,actor","tt0159870,tt0224844,tt1632216,tt2158823",nm0678772
nm0678963,Peyo,1928,1992,"writer,director,music_department","tt0074539,tt2017020,tt0472181,tt0081933",nm0678963
nm0679326,Chuck Pfarrer,\N,\N,"writer,producer,actor","tt0107076,tt0199753,tt0120458,tt0115624",nm0679326
nm0680846,Todd Phillips,1970,\N,"producer,writer,director","tt0215129,tt0302886,tt1231583,tt7286456",nm0680846
nm0682063,Jim Piddock,1956,\N,"actor,writer,producer","tt0116629,tt2340036,tt4936176,tt0218839",nm0682063
nm0682066,Jeff Pidgeon,1965,\N,"animation_department,actor,miscellaneous","tt0435761,tt0198781,tt0120363,tt0114709",nm0682066
nm0682757,Frank Pierson,1925,2012,"producer,writer,director","tt0100404,tt0072890,tt0804503,tt0061512",nm0682757
nm0682830,Krzysztof Piesiewicz,1945,\N,writer,"tt0111507,tt0095467,tt0108394,tt0111495",nm0682830
nm0683282,Jeremy Pikser,\N,\N,"writer,soundtrack,script_department","tt0100003,tt0082979,tt0884224,tt0118798",nm0683282
nm0683380,Nicholas Pileggi,1933,\N,"writer,producer","tt1302006,tt0099685,tt0112641,tt0765429",nm0683380
nm0684006,Enrique Pineda Barnet,1933,2021,"director,writer,actor","tt0058604,tt0266257,tt1874587,tt0178266",nm0684006
nm0684083,Tullio Pinelli,1908,2009,writer,"tt0053779,tt0050783,tt0056801,tt0047528",nm0684083
nm0684342,Jan Pinkava,1963,\N,"producer,director,writer","tt0131409,tt0382932,tt0120623,tt0198781",nm0684342
nm0685265,Robert Pirosh,1910,1989,"miscellaneous,writer,director","tt0043590,tt0041163,tt0034881,tt0055666",nm0685265
nm0685316,Ugo Pirro,1920,2008,"writer,director","tt0178502,tt0112652,tt0065889,tt0061320",nm0685316
nm0688132,Amy Poehler,1971,\N,"actress,producer,writer","tt1266020,tt0072562,tt0871426,tt2096673",nm0688132
nm0688143,Benoît Poelvoorde,1964,\N,"actor,writer,soundtrack","tt1565958,tt1035736,tt0103905,tt3792960",nm0688143
nm0688279,Charles Edward Pogue,1950,\N,writer,"tt0091799,tt0094933,tt0116136,tt0091064",nm0688279
nm0689844,Dave Polsky,\N,\N,"writer,producer,soundtrack","tt6425462,tt0112164,tt1751105,tt0257106",nm0689844
nm0690597,Gillo Pontecorvo,1919,2006,"director,writer,assistant_director","tt0058946,tt0079655,tt0052961,tt0064866",nm0690597
nm0690686,Chris Pontius,1974,\N,"actor,writer,soundtrack","tt11466222,tt0493430,tt0305357,tt0322802",nm0690686
nm0690770,DJ Pooh,\N,\N,"writer,miscellaneous,actor","tt0113118,tt0293815,tt0290332,tt0101507",nm0690770
nm0692040,BJ Porter,\N,\N,"producer,writer,actor","tt0258100,tt1535002,tt0307453,tt9398640",nm0692040
nm0692427,Charles Portis,1933,2020,writer,"tt1403865,tt0073636,tt0065126,tt10198658",nm0692427
nm0694046,Bud Powell,1924,1966,"soundtrack,actor,writer","tt0090557,tt0388182,tt1105512,tt0071746",nm0694046
nm0696319,Jay Presson Allen,1922,2006,"writer,producer,actress","tt0058329,tt0068327,tt0083806,tt0080975",nm0696319
nm0696949,Jeffrey Price,1949,\N,"writer,producer,director","tt0096438,tt0120891,tt0408985,tt0170016",nm0696949
nm0697052,Michael Price,1958,\N,"producer,writer,miscellaneous","tt0257325,tt0462538,tt1985949,tt0096697",nm0697052
nm0698493,Pat Proft,1947,\N,"writer,actor,miscellaneous","tt0120901,tt0089886,tt0102059,tt0306047",nm0698493
nm0698782,Giorgio Prosperi,1911,1997,writer,"tt0045288,tt0050628,tt0056650,tt0059036",nm0698782
nm0698873,Mark Protosevich,1961,\N,"writer,producer,script_department","tt1321511,tt0480249,tt0209958,tt0409182",nm0698873
nm0700301,Robert Pulcini,1964,\N,"director,writer,editor","tt0489237,tt7660850,tt0305206,tt1623742",nm0700301
nm0701031,Neal Purvis,1961,\N,"writer,producer","tt1074638,tt2379713,tt2382320,tt0381061",nm0701031
nm0701374,Mario Puzo,1920,1999,writer,"tt0071562,tt0099674,tt0068646,tt0078346",nm0701374
nm0702912,Darryl Quarles,1954,\N,"producer,writer,director","tt5349666,tt1464174,tt0265087,tt0208003",nm0702912
nm0703078,Ben Queen,\N,\N,"writer,producer","tt3216682,tt0770521,tt5083928,tt3606752",nm0703078
nm0705523,Gene Radford,\N,\N,writer,tt0131985,nm0705523
nm0706898,Ivan Raimi,1956,\N,"writer,producer,actor","tt0413300,tt1127180,tt0106308,tt0099365",nm0706898
nm0707963,Dennison Ramalho,\N,\N,"writer,director,assistant_director","tt0184786,tt1742091,tt7986672,tt2926810",nm0707963
nm0708632,Graciliano Ramos,1892,1953,writer,"tt0260099,tt0057654,tt0087709,tt0185714",nm0708632
nm0708903,Lynne Ramsay,1969,\N,"director,writer,producer","tt1242460,tt0300214,tt5742374,tt0171685",nm0708903
nm0710020,Joe Ranft,1960,2005,"art_department,writer,actor","tt0317219,tt0092695,tt0114709,tt0120363",nm0710020
nm0710698,Frederic Raphael,1931,\N,"writer,actor,director","tt0059084,tt0120663,tt0062407,tt0058415",nm0710698
nm0712753,Billy Ray,\N,\N,"writer,producer,director","tt0323944,tt1025100,tt1392170,tt1535109",nm0712753
nm0713128,David Rayfiel,1923,2011,"writer,script_department,miscellaneous","tt0081182,tt0106918,tt0114319,tt0073802",nm0713128
nm0714114,Jim Reardon,\N,\N,"director,animation_department,writer","tt0096697,tt1772341,tt0910970,tt2948356",nm0714114
nm0714246,Theresa Rebeck,1958,\N,"producer,writer,director","tt1825133,tt8356942,tt5689632,tt0106079",nm0714246
nm0714695,Jeffrey Reddick,1969,\N,"writer,producer,actor","tt0195714,tt3778010,tt0309593,tt0401815",nm0714695
nm0714793,Quinn K. Redeker,1936,\N,"actor,writer,producer","tt0069658,tt20236780,tt0081283,tt0077416",nm0714793
nm0715312,Barry Reed,1927,2002,writer,"tt0084855,tt1006916",nm0715312
nm0715346,Carol Reed,1906,1976,"director,producer,assistant_director","tt0041959,tt0039677,tt0063385,tt0040338",nm0715346
nm0716257,Matt Reeves,1966,\N,"producer,writer,director","tt3450958,tt1877830,tt1228987,tt2103281",nm0716257
nm0716347,Nicolas Winding Refn,1970,\N,"writer,director,producer","tt1974419,tt0862467,tt1602613,tt0780504",nm0716347
nm0716391,Brian Regan,\N,\N,"writer,camera_department","tt2347285,tt1318004,tt0251127,tt0211181",nm0716391
nm0716973,Peter Reichard,\N,\N,"writer,director,producer","tt0108985,tt1667355,tt1141678,tt0295788",nm0716973
nm0717550,Ethan Reiff,1965,\N,"writer,producer,actor","tt0165564,tt0465353,tt0245803,tt0955308",nm0717550
nm0718466,Dean Riesner,1918,2002,"writer,actor,miscellaneous","tt0074483,tt0066999,tt0067588,tt0062824",nm0718466
nm0718514,Mike Reiss,1959,\N,"producer,writer,miscellaneous","tt0108734,tt0462538,tt0096697,tt0090459",nm0718514
nm0721675,David Reynolds,\N,\N,"writer,actor,miscellaneous","tt0120917,tt0230011,tt0120762,tt0266543",nm0721675
nm0722078,Yasmina Reza,1959,\N,"writer,actress,director","tt1322325,tt0141474,tt0105913,tt1692486",nm0722078
nm0722610,Don Rhymer,1961,2012,"writer,producer,miscellaneous","tt0208003,tt2357291,tt3411444,tt0423294",nm0722610
nm0723248,Rudy Ricci,1940,2012,"actor,writer,director","tt0166843,tt0063350,tt0077402,tt0089907",nm0723248
nm0723827,Jean-Louis Richard,1927,2012,"actor,writer,director","tt0145723,tt0060390,tt0061955,tt0070460",nm0723827
nm0725983,John Ridley,1964,\N,"producer,writer,miscellaneous","tt2024544,tt3488298,tt0120188,tt0279493",nm0725983
nm0728766,Joe Ritter,\N,\N,"camera_department,writer,director","tt0101410,tt0090190,tt7877244,tt0120201",nm0728766
nm0729960,Albert Riéra,1895,1968,"director,writer,actor","tt0157718,tt0309592,tt13021140,tt0024844",nm0729960
nm0730237,Alain Robbe-Grillet,1922,2008,"writer,director,actor","tt0061113,tt0057176,tt0114774,tt0063080",nm0730237
nm0731271,Jonathan Roberts,\N,\N,"writer,producer,miscellaneous","tt0110357,tt0116583,tt0116683,tt0198781",nm0731271
nm0732165,Andy Robin,\N,\N,"writer,producer,miscellaneous","tt0389790,tt0247113,tt0432318,tt0098904",nm0732165
nm0732430,Bruce Robinson,1946,\N,"actor,writer,director","tt0087553,tt0063518,tt0094336,tt0104549",nm0732430
nm0732452,Casey Robinson,1903,1979,"writer,director,producer","tt0044552,tt0042005,tt0026174,tt0036748",nm0732452
nm0732961,Patrick Robinson,\N,\N,writer,"tt0117973,tt1091191",nm0732961
nm0733427,Harry Shearer,1943,\N,"actor,writer,soundtrack","tt0310281,tt0088258,tt0096697,tt0120382",nm0733427
nm0733692,Marc Rocco,1962,2009,"producer,director,writer","tt0097236,tt0366627,tt0105810,tt0113870",nm0733692
nm0733790,Glauber Rocha,1939,1981,"director,writer,producer","tt0080910,tt0062352,tt0058006,tt0064256",nm0733790
nm0734441,Robert Rodat,1953,\N,"writer,producer,director","tt0120815,tt1462059,tt0116329,tt0187393",nm0734441
nm0734472,Gene Roddenberry,1921,1991,"writer,producer,miscellaneous","tt0060028,tt0098382,tt0079945,tt0092455",nm0734472
nm0736622,Seth Rogen,1982,\N,"producer,actor,writer","tt1245492,tt0910936,tt0829482,tt1700841",nm0736622
nm0736966,John Rogers,\N,\N,"writer,producer,director","tt10223460,tt0298814,tt0418279,tt0327554",nm0736966
nm0737442,Todd Rohal,\N,\N,"director,writer,editor","tt5467814,tt3394946,tt1772371,tt6351616",nm0737442
nm0738222,Sam Rolfe,1924,1993,"writer,producer,soundtrack","tt0057765,tt1638355,tt0044953,tt0082616",nm0738222
nm0739661,John Romita Sr.,1930,\N,"writer,art_department,miscellaneous","tt3322314,tt5675620,tt7563984,tt3402242",nm0739661
nm0740021,Brunello Rondi,1924,1989,"writer,director,actor","tt0056801,tt0167886,tt0053779,tt0050783",nm0740021
nm0740115,David Ronn,\N,\N,"writer,producer","tt1469304,tt0271668,tt0477051,tt0297181",nm0740115
nm0740160,Jon Ronson,1967,\N,,"tt1234548,tt3967856,tt1605717,tt2341669",nm0740160
nm0741627,Reginald Rose,1920,2002,"writer,producer","tt0040051,tt0078294,tt0050083,tt0054531",nm0741627
nm0742279,Melissa Rosenberg,1962,\N,"producer,writer,miscellaneous","tt0773262,tt1325004,tt2357547,tt1324999",nm0742279
nm0742797,Mark Rosenthal,\N,\N,"writer,producer,director","tt0133152,tt3315386,tt0304415,tt0089370",nm0742797
nm0742940,Francesco Rosi,1922,2015,"writer,director,assistant_director","tt0059459,tt0051530,tt0055399,tt0074262",nm0742940
nm0744429,Terry Rossio,1960,\N,"writer,producer,director","tt0325980,tt0453467,tt0103639,tt0126029",nm0744429
nm0744834,Eli Roth,1972,\N,"producer,actor,writer","tt0303816,tt0450278,tt0361748,tt0462322",nm0744834
nm0744839,Eric Roth,1945,\N,"producer,writer,miscellaneous","tt1160419,tt0109830,tt0140352,tt0421715",nm0744839
nm0745247,Rodney Rothman,\N,\N,"writer,producer,director","tt3960412,tt0800039,tt2294449,tt4633694",nm0745247
nm0748620,Paul Rudd,1969,\N,"actor,producer,writer","tt0478970,tt1659337,tt5095030,tt1155056",nm0748620
nm0748665,Albert S. Ruddy,1930,\N,"writer,producer,miscellaneous","tt0405159,tt0084316,tt0068646,tt0087032",nm0748665
nm0748814,David Rudkin,1936,\N,"writer,director","tt0096250,tt0120532,tt1049304,tt0099389",nm0748814
nm0750000,Mogens Rukov,1943,2015,"writer,script_department,miscellaneous","tt0285280,tt0154421,tt0154420,tt0328844",nm0750000
nm0751207,Jack Golden Russell,\N,\N,writer,"tt5164214,tt0496806,tt0349903,tt0240772",nm0751207
nm0751652,John A. Russo,1939,\N,"writer,director,actor","tt0089907,tt10675496,tt0100258,tt0063350",nm0751652
nm0752116,Richard Rutowski,\N,\N,"producer,actor,miscellaneous","tt0071615,tt0110632,tt0146838,tt0116361",nm0752116
nm0752951,Vyacheslav Rybakov,\N,\N,"writer,script_department","tt0091759,tt11991432,tt0439581,tt10122350",nm0752951
nm0753249,Florence Ryerson,1892,1965,writer,"tt0032138,tt0030108,tt0021297,tt0020726",nm0753249
nm0755266,William Sackheim,1919,2004,"producer,writer,music_department","tt0083944,tt0048893,tt0071744,tt0079336",nm0755266
nm0755338,Marcel Sacotte,\N,\N,writer,tt0056663,nm0755338
nm0755981,Carl Sagan,1934,1996,"writer,miscellaneous,actor","tt0081846,tt2395695,tt11170862,tt0118884",nm0755981
nm0756836,Hisashi Saito,1959,\N,"writer,director,assistant_director","tt0114690,tt0887749,tt0295362,tt3280290",nm0756836
nm0757858,Carlos Saldanha,1965,\N,"director,producer,actor","tt0268380,tt0438097,tt1436562,tt2357291",nm0757858
nm0758357,Franco Solinas,1927,1982,"writer,miscellaneous","tt0058946,tt0055399,tt0070959,tt0073734",nm0758357
nm0759029,Waldo Salt,1914,1987,"writer,actor,soundtrack","tt0070666,tt0077362,tt0040720,tt0064665",nm0759029
nm0759207,Victor Salva,1958,\N,"writer,director,producer","tt0263488,tt0301470,tt0114168,tt0171698",nm0759207
nm0761498,Chris Sanders,1962,\N,"writer,actor,animation_department","tt0892769,tt0120762,tt0275847,tt0481499",nm0761498
nm0765091,Alvin Sargent,1927,2019,"writer,miscellaneous,actor","tt0316654,tt0103241,tt0070510,tt0081283",nm0765091
nm0766499,Sakichi Sato,1964,\N,"actor,writer,director","tt0266697,tt0296042,tt0361668,tt0378194",nm0766499
nm0767655,S. Leigh Savidge,\N,\N,"producer,writer,director","tt6640964,tt1398426,tt0100826,tt0292515",nm0767655
nm0768959,Dan Scanlon,1976,\N,"miscellaneous,producer,writer","tt1437330,tt7146812,tt3606756,tt1453405",nm0768959
nm0769249,Furio Scarpelli,1919,2010,"writer,director,soundtrack","tt0056945,tt0052216,tt0093004,tt0110877",nm0769249
nm0769391,Giorgio Scerbanenco,1911,1969,writer,"tt0199198,tt0195209,tt0067429,tt0843444",nm0769391
nm0769840,Jeff Schaffer,\N,\N,"producer,writer,director","tt0098904,tt0264235,tt0312528,tt0356150",nm0769840
nm0770938,Robert Schenkkan,1953,\N,"actor,writer,producer","tt0258068,tt2119532,tt0374463,tt0100436",nm0770938
nm0771065,Jay Scherick,\N,\N,"writer,producer,miscellaneous","tt1469304,tt0271668,tt0297181,tt0477051",nm0771065
nm0774217,Arthur Schnitzler,1862,1931,writer,"tt0161412,tt0021786,tt13234780,tt0120663",nm0774217
nm0774786,Alan Schoolcraft,\N,\N,"writer,miscellaneous,producer","tt0190590,tt0118715,tt1001526,tt1911658",nm0774786
nm0774792,Bob Schooley,1961,\N,"producer,writer,sound_department","tt0278866,tt0405325,tt0892700,tt5515212",nm0774792
nm0775055,Leonard Schrader,1943,2006,"writer,producer,director","tt0089424,tt0089603,tt0100222,tt0073918",nm0775055
nm0775977,Budd Schulberg,1914,2009,"writer,producer,soundtrack","tt0047296,tt0050371,tt0052395,tt0166913",nm0775977
nm0776107,Roger S.H. Schulman,\N,\N,"producer,writer,miscellaneous","tt0126029,tt4800624,tt0279967,tt0098888",nm0776107
nm0778476,David Scinto,\N,\N,"writer,producer","tt0914837,tt0210065,tt0203119,tt18259204",nm0778476
nm0779170,Gavin Scott,1950,\N,"writer,producer,actor","tt0178161,tt0244353,tt0122718,tt1727770",nm0779170
nm0779231,Helen Scott,1915,1987,"actress,writer,miscellaneous",tt0055091,nm0779231
nm0780117,George Scribner,\N,\N,"art_department,animation_department,director","tt0110357,tt0082509,tt0088814,tt0095776",nm0780117
nm0780288,Mike Scully,1956,\N,"producer,writer,soundtrack","tt0096697,tt0462538,tt1266020,tt0115167",nm0780288
nm0780620,Peter S. Seaman,1951,\N,"writer,producer,director","tt0120891,tt0408985,tt0096438,tt0170016",nm0780620
nm0780643,T. Sean Shannon,\N,\N,"writer,producer,director","tt0072562,tt1041753,tt4734116,tt0500149",nm0780643
nm0780833,George Seaton,1911,1979,"writer,director,producer","tt0039628,tt0040104,tt0046874,tt0065377",nm0780833
nm0781981,Jason Segel,1980,\N,"actor,soundtrack,writer","tt0800039,tt3416744,tt1204342,tt1956620",nm0781981
nm0782968,Hubert Selby Jr.,1928,2004,"actor,writer","tt0120081,tt0180093,tt0289944,tt0089384",nm0782968
nm0783468,Matt Selman,1971,\N,"producer,writer,miscellaneous","tt0462538,tt1985949,tt1139628,tt0096697",nm0783468
nm0783536,Aaron Seltzer,1974,\N,"writer,director,producer","tt1666186,tt0466342,tt1213644,tt0799949",nm0783536
nm0783544,David Seltzer,1940,\N,"writer,miscellaneous,producer","tt0075005,tt0105391,tt0466909,tt0259288",nm0783544
nm0783913,Lorenzo Semple Jr.,1923,2014,"writer,script_department,miscellaneous","tt0073802,tt0080745,tt0063456,tt0086006",nm0783913
nm0783934,Jorge Semprún,1923,2011,"writer,actor,soundtrack","tt0315482,tt0060481,tt0090208,tt0065234",nm0783934
nm0785477,Leopoldo Serran,1942,2008,writer,"tt0215715,tt0119815,tt0179170,tt0114212",nm0785477
nm0786694,Timothy J. Sexton,\N,\N,"producer,writer,miscellaneous","tt0206634,tt2805096,tt0245712,tt0236285",nm0786694
nm0786987,Rogério Sganzerla,1946,2004,"director,writer,producer","tt0145100,tt0144782,tt0145115,tt0389377",nm0786987
nm0787072,David Shaber,1929,1999,writer,"tt0080120,tt0079437,tt0082817,tt0083006",nm0787072
nm0787289,Anthony Shaffer,1926,2001,"writer,miscellaneous","tt0070917,tt0069281,tt0077413,tt0068611",nm0787289
nm0787399,Steve Shagan,1927,2015,"producer,writer,actor","tt0117381,tt0070640,tt0075406,tt0080754",nm0787399
nm0787864,George Shamieh,\N,\N,"producer,writer,executive","tt0289758,tt1375710,tt0295529,tt0282496",nm0787864
nm0789624,Bob Shaw,\N,\N,"writer,miscellaneous,actor","tt0120623,tt21068738,tt0119282,tt0098904",nm0789624
nm0791285,Josh Shelov,\N,\N,"writer,director,producer","tt5877100,tt1438251,tt1308490,tt0385002",nm0791285
nm0791899,Larisa Shepitko,1938,1979,"director,writer,actress","tt0062026,tt0075404,tt0067894,tt0129658",nm0791899
nm0792263,Taylor Sheridan,1969,\N,"writer,actor,producer","tt3397884,tt4236770,tt5362988,tt2582782",nm0792263
nm0792845,Robert E. Sherwood,1896,1955,"writer,script_department","tt0017979,tt0036868,tt0032976,tt0039190",nm0792845
nm0793122,Steve Shibuya,\N,\N,"camera_department,writer,miscellaneous","tt0166286,tt0095444,tt0978764,tt3526484",nm0793122
nm0794252,Matthew Shire,1975,\N,"writer,producer,miscellaneous","tt9134194,tt0109068,tt0852713,tt0892791",nm0794252
nm0794385,Shirow Masamune,1961,\N,"writer,art_department,animation_department","tt1260502,tt0113568,tt0347246,tt1219827",nm0794385
nm0795528,Esfir Shub,1894,1959,"editor,director,writer","tt2678846,tt2700646,tt2678618,tt2678736",nm0795528
nm0795953,Ronald Shusett,1935,\N,"writer,producer,miscellaneous","tt0100802,tt0078748,tt0090605,tt1386703",nm0795953
nm0795975,Joe Shuster,1914,1992,"writer,art_department,miscellaneous","tt0078346,tt0770828,tt0094074,tt12361974",nm0795975
nm0796117,M. Night Shyamalan,1970,\N,"producer,director,writer","tt0167404,tt0286106,tt0452637,tt0368447",nm0796117
nm0796666,Karol Sidon,1942,\N,"writer,actor,assistant_director","tt0441074,tt0065193,tt0171940,tt0121218",nm0796666
nm0796950,Jerry Siegel,1914,1996,"writer,miscellaneous,art_department","tt0094074,tt12361974,tt0078346,tt0770828",nm0796950
nm0797053,Jeff Siergey,\N,\N,"director,producer,animation_department","tt3038546,tt0181739,tt0267913,tt0239395",nm0797053
nm0797792,Giorgio Silvagni,\N,\N,"producer,writer","tt0085213,tt0366721,tt0156794,tt0114863",nm0797792
nm0798646,Amanda Silver,1963,\N,"writer,producer,actress","tt2103281,tt1318514,tt4566758,tt0369610",nm0798646
nm0798788,Scott Silver,\N,\N,"writer,director,producer","tt0120757,tt0964517,tt7286456,tt0116714",nm0798788
nm0799015,Sid Silvers,1901,1976,"writer,actor,soundtrack","tt0026144,tt0020895,tt0027387,tt0024910",nm0799015
nm0800209,Joe Simon,1913,2011,"writer,miscellaneous","tt1843866,tt4154796,tt0458339,tt2250912",nm0800209
nm0800376,Sam Simon,1955,2015,"producer,writer,animation_department","tt0096697,tt0077089,tt0184894,tt0092469",nm0800376
nm0800800,Ola Simonsson,\N,\N,"writer,director,producer","tt0375821,tt1278449,tt0950769,tt0283326",nm0800800
nm0801728,Stephen Sinclair,\N,\N,"writer,director,actor","tt0103873,tt1340119,tt0167261,tt0097858",nm0801728
nm0801737,Upton Sinclair,1878,1968,"writer,producer","tt11823258,tt0023685,tt0469494,tt0011475",nm0801737
nm0801991,Loren Singer,1923,2009,writer,tt0071970,nm0801991
nm0802020,Randi Mayem Singer,\N,\N,"producer,writer","tt0107614,tt0808510,tt0112009,tt0207889",nm0802020
nm0802563,Robert Siodmak,1900,1973,"director,writer,producer","tt0038669,tt0050746,tt0053229,tt0048542",nm0802563
nm0803730,Warren Skaaren,1946,1990,"writer,miscellaneous,producer","tt0092099,tt0096895,tt0092644,tt0094721",nm0803730
nm0806416,Adam Small,\N,\N,"writer,producer,miscellaneous","tt5486088,tt9181662,tt3063516,tt0098830",nm0806416
nm0806912,Robert Smigel,1960,\N,"writer,producer,actor","tt0072562,tt0272338,tt0185431,tt0106052",nm0806912
nm0808076,Ebbe Roe Smith,1949,\N,"actor,writer,producer","tt0092654,tt0098536,tt0106856,tt0093011",nm0808076
nm0809006,Kirsten Smith,1970,\N,"writer,producer,miscellaneous","tt0852713,tt9134194,tt0147800,tt1142988",nm0809006
nm0811138,Norman Snider,1945,2019,"writer,actor,producer","tt0101492,tt1194417,tt0094964,tt0190174",nm0811138
nm0811360,Michael Anthony Snowden,\N,\N,"writer,miscellaneous,producer","tt11645314,tt0257106,tt0381707,tt0098830",nm0811360
nm0811583,Zack Snyder,1966,\N,"director,producer,writer","tt12361974,tt0416449,tt0451279,tt0409459",nm0811583
nm0811689,Paulo Gil Soares,1935,2000,"director,writer,costume_designer","tt0200502,tt0159675,tt0187563,tt0200978",nm0811689
nm0812513,Alec Sokolow,\N,\N,"writer,producer,director","tt0119695,tt0114709,tt0356634,tt6398054",nm0812513
nm0813584,Andrew Solt,1916,1990,writer,"tt0036183,tt0052817,tt0042593,tt0042039",nm0813584
nm0814085,Stephen Sommers,1962,\N,"producer,writer,director","tt0120616,tt0118956,tt1046173,tt1767354",nm0814085
nm0814469,Sion Sono,1961,\N,"director,writer,actor","tt2409302,tt0312843,tt13245934,tt1128075",nm0814469
nm0815070,Aaron Sorkin,1961,\N,"writer,producer,actor","tt1070874,tt0200276,tt4209788,tt0104257",nm0815070
nm0815418,Paul Soter,1969,\N,"writer,actor,director","tt0486551,tt0331953,tt1135525,tt0247745",nm0815418
nm0816143,Terry Southern,1924,1995,"writer,actor,producer","tt0057012,tt0064276,tt0062711,tt0059037",nm0816143
nm0818485,Matt Spicer,1984,\N,"producer,director,writer","tt10271642,tt1379711,tt2553114,tt5962210",nm0818485
nm0818547,Scott Spiegel,1957,\N,"actor,director,writer","tt0145487,tt0100514,tt0083907,tt0092991",nm0818547
nm0818746,Evan Spiliotopoulos,\N,\N,"writer,producer,miscellaneous","tt8404256,tt9419056,tt2771200,tt2381991",nm0818746
nm0818874,Joe Spinell,1936,1989,"actor,writer,producer","tt0075314,tt0079817,tt0081114,tt0075148",nm0818874
nm0819711,Aaron Springer,1973,\N,"art_department,writer,director","tt2768802,tt0810644,tt0206512,tt0278238",nm0819711
nm0820461,Malcolm St. Clair,1897,1952,"director,actor,writer","tt0020404,tt0016935,tt0027473,tt0018680",nm0820461
nm0820669,Nicholas St. John,\N,\N,"writer,actor,soundtrack","tt0099939,tt0106452,tt0087247,tt0116378",nm0820669
nm0820934,Anthony Stacchi,\N,\N,"director,animation_department,visual_effects","tt0099653,tt0400717,tt0787474,tt0102803",nm0820934
nm0822597,Shane Stanley,1971,\N,"producer,editor,miscellaneous","tt0965393,tt0421206,tt15727212,tt4103470",nm0822597
nm0824882,Burr Steers,1965,\N,"director,actor,writer","tt0280760,tt0110912,tt1374989,tt0974661",nm0824882
nm0825010,Joseph Stefano,1922,2006,"miscellaneous,writer,producer","tt0092455,tt0056777,tt0155975,tt0054215",nm0825010
nm0825308,William Steig,1907,2003,"writer,art_department","tt0298148,tt0413267,tt0126029,tt0892791",nm0825308
nm0826425,J. David Stem,\N,\N,"writer,producer,miscellaneous","tt0368578,tt0298148,tt0472181,tt0268397",nm0826425
nm0826714,Zack Stentz,\N,\N,"producer,writer,miscellaneous","tt0313911,tt0213327,tt0800369,tt1270798",nm0826714
nm0827670,David I. Stern,\N,\N,"producer,writer,miscellaneous","tt1107365,tt3502172,tt1621039,tt4295304",nm0827670
nm0827821,Philip Van Doren Stern,1900,1984,writer,"tt0076213,tt0038650",nm0827821
nm0827985,Joshua Sternin,1966,\N,"writer,producer,miscellaneous","tt7826108,tt1436562,tt1877889,tt0252028",nm0827985
nm0828177,Steve-O,1974,\N,"actor,writer,producer","tt1116184,tt0322802,tt11466222,tt3317234",nm0828177
nm0829044,Robert Louis Stevenson,1850,1894,"writer,soundtrack","tt7599018,tt0133240,tt0022835,tt0037549",nm0829044
nm0829329,Donald E. Stewart,1930,1999,"writer,producer","tt0099810,tt5478478,tt0109444,tt0084335",nm0829329
nm0829901,Will Stewart,1971,\N,"actor,writer,director","tt0139654,tt0159206,tt3072482,tt0158552",nm0829901
nm0830294,Joe Stillman,\N,\N,"writer,producer,miscellaneous","tt1320261,tt0126029,tt0298148,tt0115641",nm0830294
nm0830419,R.L. Stine,1943,\N,"writer,producer,actor","tt1051904,tt6566576,tt9701942,tt9701940",nm0830419
nm0831290,Bram Stoker,1847,1912,"writer,miscellaneous","tt0103874,tt0013442,tt0021814,tt0051554",nm0831290
nm0831479,Erik Stolhanske,1968,\N,"actor,writer,camera_department","tt0486551,tt0859635,tt0247745,tt0331953",nm0831479
